Source,Target,Label
ns:m.02pm0j2,ns:m.0n6y,ns:computer.programming_language.influenced
ns:m.02pmq0l,ns:m.09gjwxg,ns:computer.programming_language.influenced
ns:m.02pmq0l,ns:m.0bxzs64,ns:computer.programming_language.influenced
ns:m.02pp7t7,ns:m.02p426,ns:computer.programming_language.influenced
ns:m.02prj6h,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.02prj6h,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02q47bp,ns:m.02f70,ns:computer.programming_language.influenced_by
ns:m.02q47bp,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.02q4kzb,ns:m.05z1_,ns:computer.programming_language.parent_language
ns:m.02q_q1v,ns:m.05q31,ns:computer.programming_language.influenced_by
ns:m.02q_q2j,ns:m.05q31,ns:computer.programming_language.influenced_by
ns:m.02qb4l,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02qdfmg,ns:m.05bzv69,ns:computer.programming_language.influenced
ns:m.02qdfmg,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.02qdfmg,ns:m.033jmv,ns:computer.programming_language.influenced_by
ns:m.02qdfmg,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.02qdfmg,ns:m.03m7hp,ns:computer.programming_language.influenced_by
ns:m.02qdfmg,ns:m.06782b,ns:computer.programming_language.influenced_by
ns:m.02qdfmg,ns:m.0cglf,ns:computer.programming_language.influenced_by
ns:m.02qnnlp,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.02qqkg9,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.02qqkg9,ns:m.01tlw,ns:computer.programming_language.parent_language
ns:m.02qwj88,ns:m.019syg,ns:computer.programming_language.influenced_by
ns:m.02qwj88,ns:m.01kbt7,ns:computer.programming_language.influenced_by
ns:m.02qwj88,ns:m.01vtm2,ns:computer.programming_language.influenced_by
ns:m.02qwj88,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.02qwj88,ns:m.084pb2,ns:computer.programming_language.influenced_by
ns:m.02qwj88,ns:m.0chpd,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.0h3vb,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.02r51yv,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.02r5chy,ns:m.070m83,ns:computer.programming_language.influenced_by
ns:m.02r5chy,ns:m.0dzjl,ns:computer.programming_language.influenced_by
ns:m.02rh5fj,ns:m.03v8l9,ns:computer.programming_language.influenced_by
ns:m.02rm7n_,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.02rn6ww,ns:m.0n6y,ns:computer.programming_language.influenced_by
ns:m.02rs85b,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.02s7zd,ns:m.0c1r9r,ns:computer.programming_language.influenced
ns:m.02s7zd,ns:m.0swpzmh,ns:computer.programming_language.influenced
ns:m.02s7zd,ns:m.01dpvn,ns:computer.programming_language.influenced_by
ns:m.02s7zd,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.02sqw0,ns:m.06zrb,ns:computer.programming_language.influenced
ns:m.02sqw0,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02sqw0,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.02srjv,ns:m.040zrk,ns:computer.programming_language.influenced
ns:m.02srjv,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.02srjv,ns:m.07657k,ns:computer.programming_language.parent_language
ns:m.02tfsj,ns:m.037xjq,ns:computer.programming_language.influenced_by
ns:m.02tfsj,ns:m.047sfsb,ns:computer.programming_language.influenced_by
ns:m.02tfsj,ns:m.04n8q,ns:computer.programming_language.influenced_by
ns:m.02tfsj,ns:m.037xjq,ns:computer.programming_language.parent_language
ns:m.02tfsj,ns:m.04n8q,ns:computer.programming_language.parent_language
ns:m.02tgs,ns:m.01tlw,ns:computer.programming_language.influenced_by
ns:m.02tgs,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02tgs,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.02tzjq,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.02tzjq,ns:m.01zpg,ns:computer.programming_language.influenced_by
ns:m.02tzjq,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.02v8bwg,ns:m.02x8svn,ns:computer.programming_language.influenced_by
ns:m.02vhb8,ns:m.01k159,ns:computer.programming_language.influenced_by
ns:m.02vhb8,ns:m.05mrv,ns:computer.programming_language.influenced_by
ns:m.02vhb8,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.02vmlcq,ns:m.033jmv,ns:computer.programming_language.influenced_by
ns:m.02vmlcq,ns:m.06016,ns:computer.programming_language.influenced_by
ns:m.02vmqtb,ns:m.019syg,ns:computer.programming_language.influenced
ns:m.02vmqtb,ns:m.04xw5j,ns:computer.programming_language.influenced_by
ns:m.02vmqtb,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.02vmqtb,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.02vmqtb,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.02w6yty,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.02w_5j4,ns:m.01vtm2,ns:computer.programming_language.influenced_by
ns:m.02w_5j4,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.02w_5j4,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.02wtqfr,ns:m.021jh7,ns:computer.programming_language.influenced
ns:m.02wtqfr,ns:m.03ks39,ns:computer.programming_language.influenced_by
ns:m.02wtqfr,ns:m.021jh7,ns:computer.programming_language.dialects
ns:m.02wtqfr,ns:m.06zrb,ns:computer.programming_language.parent_language
ns:m.02wz_qj,ns:m.01kbt7,ns:computer.programming_language.influenced_by
ns:m.02wz_qj,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.02wz_qj,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.02wz_qj,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.02wz_qj,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.02x8svn,ns:m.02v8bwg,ns:computer.programming_language.influenced
ns:m.02x8svn,ns:m.0lnrh6h,ns:computer.programming_language.dialects
ns:m.02xkxpr,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.02xkxpr,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.02y475,ns:m.07657k,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.012vxsb4,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.0340d7,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.03ccyjs,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.04m_ztl,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.07657k,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.07sbkfb,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.09k75js,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.0bsb33,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.0vpk27_,ns:computer.programming_language.influenced
ns:m.02yjg_,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.02yjg_,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.02yjg_,ns:m.01z1nj,ns:computer.programming_language.dialects
ns:m.02yjg_,ns:m.09jsd,ns:computer.programming_language.dialects
ns:m.02yjg_,ns:m.0bsb33,ns:computer.programming_language.dialects
ns:m.02yrkx,ns:m.02544s,ns:computer.programming_language.influenced
ns:m.02yrkx,ns:m.0fs0gv,ns:computer.programming_language.influenced_by
ns:m.02z3d4k,ns:m.04jpg89,ns:computer.programming_language.parent_language
ns:m.02z3d4k,ns:m.08745,ns:computer.programming_language.parent_language
ns:m.02z3d4k,ns:m.087l8,ns:computer.programming_language.parent_language
ns:m.02z81,ns:g.121v2fb2,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.028d3s,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.02k6kx,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.02m_jv,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.02qdfmg,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.033jmv,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.03m7hp,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.040ysg,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.05bzv69,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.06016,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.06kw5,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.09trtv,ns:computer.programming_language.influenced
ns:m.02z81,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.02z81,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.02z81,ns:m.02214px,ns:computer.programming_language.dialects
ns:m.02z81,ns:m.02214q3,ns:computer.programming_language.dialects
ns:m.02z81,ns:m.028d3s,ns:computer.programming_language.dialects
ns:m.02z81,ns:m.02m_jv,ns:computer.programming_language.dialects
ns:m.03189t,ns:m.0p8g,ns:computer.programming_language.influenced_by
ns:m.0336_z,ns:m.04kzq5,ns:computer.programming_language.influenced_by
ns:m.0336_z,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.0338k6,ns:m.012whz,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.01t6b,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.02jnyh,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.03bxz4p,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.04dy1h,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.053dv,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.05z1_,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.0cmcq9h,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.0jgqg,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.0k3n166,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.0n6y,ns:computer.programming_language.influenced
ns:m.0338k6,ns:m.03skwk,ns:computer.programming_language.influenced_by
ns:m.0338k6,ns:m.0bbtm17,ns:computer.programming_language.influenced_by
ns:m.0338k6,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.0338k6,ns:m.0q1x,ns:computer.programming_language.parent_language
ns:m.033jmv,ns:m.02qdfmg,ns:computer.programming_language.influenced
ns:m.033jmv,ns:m.02vmlcq,ns:computer.programming_language.influenced
ns:m.033jmv,ns:m.03m7hp,ns:computer.programming_language.influenced
ns:m.033jmv,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.033jmv,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.033jmv,ns:m.03n0b_,ns:computer.programming_language.influenced_by
ns:m.033jmv,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.0340d7,ns:m.019p2,ns:computer.programming_language.influenced_by
ns:m.0340d7,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.0340d7,ns:m.02yjg_,ns:computer.programming_language.influenced_by
ns:m.0376r,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.027sj6,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.02mb5k,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.04d61,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.075st,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.07fw2,ns:computer.programming_language.influenced_by
ns:m.03790v,ns:m.080l1,ns:computer.programming_language.influenced_by
ns:m.037xjq,ns:m.028167f,ns:computer.programming_language.influenced
ns:m.037xjq,ns:m.02tfsj,ns:computer.programming_language.influenced
ns:m.037xjq,ns:m.0bfq5w,ns:computer.programming_language.influenced
ns:m.037xjq,ns:m.04n8q,ns:computer.programming_language.influenced_by
ns:m.037xjq,ns:m.02nrpm3,ns:computer.programming_language.dialects
ns:m.037xjq,ns:m.02tfsj,ns:computer.programming_language.dialects
ns:m.037xjq,ns:m.04n8q,ns:computer.programming_language.parent_language
ns:m.039lgr,ns:m.01zpg,ns:computer.programming_language.influenced_by
ns:m.039lgr,ns:m.05xjv,ns:computer.programming_language.influenced_by
ns:m.03bxz4p,ns:m.0338k6,ns:computer.programming_language.influenced_by
ns:m.03c2d7t,ns:m.01m1y8,ns:computer.programming_language.influenced_by
ns:m.03c2d7t,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.03c2d7t,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.03c2d7t,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.03c9pzr,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.03c9pzr,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.03c9pzr,ns:m.06ff5,ns:computer.programming_language.influenced_by
ns:m.03c9pzr,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.03c9pzr,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.03ck7xt,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.03ckhvp,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.03ckhvp,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.03ckhvp,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.03clk94,ns:m.02p6w,ns:computer.programming_language.influenced_by
ns:m.03clk94,ns:m.05q31,ns:computer.programming_language.influenced_by
ns:m.03clk94,ns:m.05z1_,ns:computer.programming_language.influenced_by
ns:m.03clk94,ns:m.07657k,ns:computer.programming_language.influenced_by
ns:m.03clk94,ns:m.02p6w,ns:computer.programming_language.parent_language
ns:m.03clk94,ns:m.05q31,ns:computer.programming_language.parent_language
ns:m.03clk94,ns:m.05z1_,ns:computer.programming_language.parent_language
ns:m.03clk94,ns:m.07657k,ns:computer.programming_language.parent_language
ns:m.03crjgp,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.03crjgp,ns:m.03r43d,ns:computer.programming_language.influenced_by
ns:m.03crjgp,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.03d4cmc,ns:m.08745,ns:computer.programming_language.influenced_by
ns:m.03d4cmc,ns:m.08745,ns:computer.programming_language.dialects
ns:m.03f__t,ns:m.019syg,ns:computer.programming_language.influenced_by
ns:m.03f__t,ns:m.01n3qp,ns:computer.programming_language.influenced_by
ns:m.03f__t,ns:m.02p97,ns:computer.programming_language.influenced_by
ns:m.03f__t,ns:m.019syg,ns:computer.programming_language.parent_language
ns:m.03f__t,ns:m.02p97,ns:computer.programming_language.parent_language
ns:m.03fbmf,ns:m.07n77,ns:computer.programming_language.influenced
ns:m.03fbmf,ns:m.05xjv,ns:computer.programming_language.influenced_by
ns:m.03fbrg,ns:m.026221b,ns:computer.programming_language.influenced
ns:m.03fbrg,ns:m.050f_,ns:computer.programming_language.influenced
ns:m.03fbrg,ns:m.07n77,ns:computer.programming_language.influenced
ns:m.03fbrg,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.03fc6,ns:m.027gxsn,ns:computer.programming_language.influenced
ns:m.03fc6,ns:m.02cv24,ns:computer.programming_language.influenced
ns:m.03fc6,ns:m.0h22q,ns:computer.programming_language.influenced
ns:m.03fc6,ns:m.0h6g_,ns:computer.programming_language.influenced_by
ns:m.03ff_9,ns:m.019wx,ns:computer.programming_language.influenced
ns:m.03ff_9,ns:m.01t6b,ns:computer.programming_language.influenced
ns:m.03ff_9,ns:m.03wfgb,ns:computer.programming_language.influenced
ns:m.03ff_9,ns:m.0bbtm17,ns:computer.programming_language.influenced_by
ns:m.03ff_9,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.03g20,ns:m.0bp8q,ns:computer.programming_language.influenced
ns:m.03g20,ns:m.08745,ns:computer.programming_language.influenced_by
ns:m.03g20,ns:m.02pd26x,ns:computer.programming_language.dialects
ns:m.03gbmp,ns:m.01t6b,ns:computer.programming_language.parent_language
ns:m.03gm66v,ns:m.0d99z3,ns:computer.programming_language.influenced
ns:m.03gm6gt,ns:m.0d99z3,ns:computer.programming_language.influenced_by
ns:m.03gm6hk,ns:m.0d99z3,ns:computer.programming_language.influenced_by
ns:m.03gxv97,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.03gxv97,ns:m.05y49,ns:computer.programming_language.influenced_by
ns:m.03gxv97,ns:m.073yv,ns:computer.programming_language.influenced_by
ns:m.03gxv97,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.03gxzs,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.03gxzs,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.03gxzs,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.03gxzs,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.03h9tz,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.03h9tz,ns:m.07sbkfb,ns:computer.programming_language.influenced_by
ns:m.03hjb_9,ns:m.03j_q,ns:computer.programming_language.influenced
ns:m.03hjc43,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.03hjc5h,ns:m.03j_q,ns:computer.programming_language.influenced
ns:m.03hjc5h,ns:m.0n3xv,ns:computer.programming_language.influenced_by
ns:m.03hjc76,ns:m.03j_q,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.010sd4y3,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.012lmpn7,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.015glf,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.01dpgv,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.01jt82,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.01s0p2,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.025thj9,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.028bwlw,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.02jy2q,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.02prj6h,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.02qdfmg,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.02rm7n_,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.03c2d7t,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.03hjc43,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.03m7hp,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.03yb8hb,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.04b9q6,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.04yf9ks,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.04zsm,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.04zzxjs,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.05z1_,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.05zp9j,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0674cj,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.07657k,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.07sbkfb,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.08f3sg,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.08jcqx,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.091hdj,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.09gb92s,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.09sj9r,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0_l9rcz,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0c1r9r,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0dsbpg6,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0g90qh,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0hjc5m0,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0j6753z,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0ncc1sv,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.0swpzmh,ns:computer.programming_language.influenced
ns:m.03j_q,ns:m.015glf,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.01hxzg,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.03hjb_9,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.03hjc5h,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.03hjc76,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.03n0b_,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.03r8mt,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.04d88,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.04qxmx,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.0fs5n,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.0n3xv,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.03j_q,ns:m.027tq7k,ns:computer.programming_language.dialects
ns:m.03j_q,ns:m.0c1r9r,ns:computer.programming_language.dialects
ns:m.03jdp,ns:m.028167f,ns:computer.programming_language.influenced
ns:m.03jdp,ns:m.0bfq5w,ns:computer.programming_language.influenced
ns:m.03jdp,ns:m.0m4ps,ns:computer.programming_language.influenced
ns:m.03ks39,ns:m.02j2p7,ns:computer.programming_language.influenced
ns:m.03ks39,ns:m.02wtqfr,ns:computer.programming_language.influenced
ns:m.03ks39,ns:m.042tk1,ns:computer.programming_language.influenced
ns:m.03ks39,ns:m.0bm90n,ns:computer.programming_language.influenced
ns:m.03ks39,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.03ks39,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.03ks39,ns:m.06zrb,ns:computer.programming_language.parent_language
ns:m.03m5s2,ns:m.0gnckq,ns:computer.programming_language.influenced
ns:m.03m5s2,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.03m66l,ns:m.03m68b,ns:computer.programming_language.influenced
ns:m.03m66l,ns:m.04g2qjv,ns:computer.programming_language.influenced
ns:m.03m66l,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.03m66l,ns:m.0q1d,ns:computer.programming_language.parent_language
ns:m.03m68b,ns:m.04g2qjv,ns:computer.programming_language.influenced
ns:m.03m68b,ns:m.03m66l,ns:computer.programming_language.influenced_by
ns:m.03m68b,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.03m68b,ns:m.0jp72,ns:computer.programming_language.influenced_by
ns:m.03m68b,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.03m7hp,ns:m.02qdfmg,ns:computer.programming_language.influenced
ns:m.03m7hp,ns:m.0gh50t7,ns:computer.programming_language.influenced
ns:m.03m7hp,ns:m.02z81,ns:computer.programming_language.influenced_by
ns:m.03m7hp,ns:m.033jmv,ns:computer.programming_language.influenced_by
ns:m.03m7hp,ns:m.03j_q,ns:computer.programming_language.influenced_by
ns:m.03m7hp,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.03m7hp,ns:m.0gd42,ns:computer.programming_language.influenced_by
ns:m.03n0b_,ns:m.033jmv,ns:computer.programming_language.influenced
ns:m.03n0b_,ns:m.03j_q,ns:computer.programming_language.influenced
ns:m.03n0b_,ns:m.0876r1,ns:computer.programming_language.influenced
ns:m.03n0b_,ns:m.0ds703q,ns:computer.programming_language.influenced
ns:m.03n0b_,ns:m.0jp72,ns:computer.programming_language.influenced
ns:m.03n0b_,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.03n27r,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.03n27r,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.03n9f5,ns:m.02ncj8,ns:computer.programming_language.influenced
ns:m.03n9f5,ns:m.05xjv,ns:computer.programming_language.parent_language
ns:m.03n9v6,ns:m.03tr0,ns:computer.programming_language.influenced_by
ns:m.03n9v6,ns:m.03tr0,ns:computer.programming_language.parent_language
ns:m.03nk21,ns:m.0bmf36f,ns:computer.programming_language.influenced
ns:m.03nk21,ns:m.0by8xd,ns:computer.programming_language.influenced
ns:m.03nk21,ns:m.0lxk7,ns:computer.programming_language.influenced
ns:m.03nk21,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.03nk21,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.03nk21,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.03nk21,ns:m.0jgqg,ns:computer.programming_language.influenced_by
ns:m.03nk21,ns:m.0bmhrl1,ns:computer.programming_language.dialects
ns:m.03nk21,ns:m.0lxk7,ns:computer.programming_language.dialects
ns:m.03ny70,ns:m.0bbtm17,ns:computer.programming_language.influenced_by
ns:m.03ny70,ns:m.0q1x,ns:computer.programming_language.influenced_by
ns:m.03nyxs,ns:m.02k681,ns:computer.programming_language.influenced_by
ns:m.03nyxs,ns:m.05zrn,ns:computer.programming_language.influenced_by
ns:m.03nyxs,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.03pn6s,ns:m.04kyw,ns:computer.programming_language.parent_language
ns:m.03ppzh,ns:m.012whz,ns:computer.programming_language.influenced
ns:m.03ppzh,ns:m.03pwv0,ns:computer.programming_language.influenced
ns:m.03ppzh,ns:m.03pzqn,ns:computer.programming_language.influenced
ns:m.03ppzh,ns:m.03r1wd,ns:computer.programming_language.influenced
ns:m.03pwv0,ns:m.03ppzh,ns:computer.programming_language.influenced_by
ns:m.03pxm2,ns:m.0212jm,ns:computer.programming_language.influenced
ns:m.03pxm2,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.03pxm2,ns:m.02_94,ns:computer.programming_language.influenced_by
ns:m.03pxm2,ns:m.06zrb,ns:computer.programming_language.influenced_by
ns:m.03pxm2,ns:m.0q1d,ns:computer.programming_language.influenced_by
ns:m.03pxm2,ns:m.0212jm,ns:computer.programming_language.dialects
ns:m.03pzqn,ns:m.03ppzh,ns:computer.programming_language.influenced_by
ns:m.03r1wd,ns:m.01t6b,ns:computer.programming_language.influenced_by
ns:m.03r1wd,ns:m.02f1mc,ns:computer.programming_language.influenced_by
ns:m.03r1wd,ns:m.03ppzh,ns:computer.programming_language.influenced_by
ns:m.03r1wd,ns:m.04kyw,ns:computer.programming_language.influenced_by
ns:m.03r1wd,ns:m.055mc,ns:computer.programming_language.influenced_by
ns:m.03r1wd,ns:m.070d2,ns:computer.programming_language.influenced_by
ns:m.03r43d,ns:m.03crjgp,ns:computer.programming_language.influenced
